title_current,employment,median_wage,major,job_zone,outlook,n_software,pct_tasks_affected,ska_gap,pct_delta,ska_delta,flag1_pct,flag2_ska,flag3_pct_trend,flag4_ska_trend,flag5_job_zone,flag6_outlook,flag7_n_software,risk_score,risk_tier
Helpers--Extraction Workers,6720.00,48400.00,Construction and Extraction Occupations,2.00,2.00,6,3.66,-0.21,0.00,4.78,0,0,0,0,1,1,0,2,low
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",396870.00,59810.00,"Installation, Maintenance, and Repair Occupations",3.00,4.00,30,40.24,-0.62,13.19,5.30,0,0,0,0,1,0,1,2,low
Aviation Inspectors,7773.33,85750.00,Transportation and Material Moving Occupations,3.00,3.00,17,22.75,-2.04,7.62,5.77,0,0,0,0,1,1,0,2,low
Automotive Engineers,141126.00,102320.00,Architecture and Engineering Occupations,4.00,5.00,88,53.26,-3.18,12.92,6.23,1,0,0,0,0,0,1,2,low
"Grinding and Polishing Workers, Hand",11850.00,41690.00,Production Occupations,2.00,3.00,2,26.59,-0.58,12.30,4.43,0,0,0,0,1,1,0,2,low
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",70110.00,45190.00,Production Occupations,2.00,2.00,7,29.36,-0.67,7.19,4.72,0,0,0,0,1,1,0,2,low
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",10106.00,109660.00,Architecture and Engineering Occupations,4.00,4.00,74,45.59,-0.20,2.75,6.32,1,0,0,0,0,0,1,2,low
Baggage Porters and Bellhops,31220.00,36020.00,Personal Care and Service Occupations,2.00,1.00,5,36.96,0.87,12.46,5.74,0,1,0,0,1,0,0,2,low
Forest and Conservation Workers,5630.00,43680.00,"Farming, Fishing, and Forestry Occupations",2.00,1.00,16,14.95,2.80,3.17,6.17,0,1,0,0,1,0,0,2,low
Food Scientists and Technologists,14370.00,85310.00,"Life, Physical, and Social Science Occupations",4.00,4.00,23,48.90,-0.96,15.03,6.36,1,0,0,0,0,0,1,2,low
Log Graders and Scalers,3310.00,46710.00,"Farming, Fishing, and Forestry Occupations",2.00,1.00,13,26.20,2.86,14.01,6.22,0,1,0,0,1,0,0,2,low
Locomotive Engineers,31990.00,77400.00,Transportation and Material Moving Occupations,2.00,2.00,5,23.14,-0.12,6.39,5.97,0,0,0,0,1,1,0,2,low
Surgical Assistants,22860.00,60290.00,Healthcare Practitioners and Technical Occupations,3.00,3.00,11,9.77,-0.14,4.79,6.48,0,0,0,0,1,1,0,2,low
Surgical Technologists,113890.00,62830.00,Healthcare Practitioners and Technical Occupations,3.00,4.00,17,12.58,1.24,7.71,6.49,0,1,0,0,1,0,0,2,low
"Tailors, Dressmakers, and Custom Sewers",16290.00,40860.00,Production Occupations,2.00,1.00,9,17.84,2.10,8.99,6.36,0,1,0,0,1,0,0,2,low
"Loading and Moving Machine Operators, Underground Mining",6130.00,68860.00,Construction and Extraction Occupations,2.00,4.00,9,14.11,0.98,6.91,5.35,0,1,0,0,1,0,0,2,low
Geothermal Production Managers,42452.00,121440.00,Management Occupations,3.00,5.00,8,30.99,-0.96,22.24,6.31,0,0,1,0,1,0,0,2,low
Geothermal Technicians,183690.00,48640.00,"Installation, Maintenance, and Repair Occupations",2.00,2.00,13,40.01,0.12,15.89,5.47,0,0,0,0,1,1,0,2,low
General Internal Medicine Physicians,66640.00,236350.00,Healthcare Practitioners and Technical Occupations,5.00,4.00,26,22.61,-2.63,5.91,6.69,0,0,0,1,0,0,1,2,low
Solar Photovoltaic Installers,28280.00,51860.00,Construction and Extraction Occupations,2.00,2.00,10,38.80,-0.62,16.53,5.26,0,0,0,0,1,1,0,2,low
Solar Energy Installation Managers,322868.00,78690.00,Construction and Extraction Occupations,3.00,4.00,30,40.93,0.11,15.46,6.08,0,0,0,0,1,0,1,2,low
Blockchain Engineers,17531.00,108970.00,Computer and Mathematical Occupations,4.00,5.00,51,64.02,,16.00,,1,0,0,0,0,0,1,2,low
Athletic Trainers,28950.00,60250.00,Healthcare Practitioners and Technical Occupations,5.00,3.00,17,35.78,-0.56,14.53,6.54,0,0,0,1,0,1,0,2,low
Audiologists,14730.00,92120.00,Healthcare Practitioners and Technical Occupations,5.00,4.00,29,25.48,-2.08,4.80,6.59,0,0,0,1,0,0,1,2,low
Taxi Drivers,17510.00,36220.00,Transportation and Material Moving Occupations,2.00,3.00,15,25.77,,2.83,,0,0,0,0,1,1,0,2,low
Labor Relations Specialists,64590.00,93500.00,Business and Financial Operations Occupations,4.00,4.00,22,39.28,-1.33,29.64,6.93,0,0,1,1,0,0,0,2,low
Laundry and Dry-Cleaning Workers,195360.00,33800.00,Production Occupations,1.00,1.00,11,21.62,4.53,8.39,5.96,0,1,0,0,1,0,0,2,low
"Graders and Sorters, Agricultural Products",26870.00,35430.00,"Farming, Fishing, and Forestry Occupations",1.00,1.00,8,21.78,3.36,11.72,6.02,0,1,0,0,1,0,0,2,low
Biofuels Processing Technicians,15950.00,61710.00,Production Occupations,2.00,4.00,12,32.28,-0.27,25.54,5.20,0,0,1,0,1,0,0,2,low
Bicycle Repairers,12590.00,40360.00,"Installation, Maintenance, and Repair Occupations",2.00,1.00,9,30.25,0.45,4.82,5.67,0,1,0,0,1,0,0,2,low
Structural Iron and Steel Workers,64720.00,62700.00,Construction and Extraction Occupations,2.00,3.00,6,12.69,-1.62,7.51,4.74,0,0,0,0,1,1,0,2,low
"Glass Blowers, Molders, Benders, and Finishers",5037.00,45690.00,Production Occupations,2.00,2.00,4,19.14,-0.10,4.47,5.10,0,0,0,0,1,1,0,2,low
Water Resource Specialists,16173.00,161180.00,Management Occupations,4.00,5.00,36,38.65,-1.37,16.60,6.35,0,0,0,0,0,0,1,1,low
Adapted Physical Education Specialists,39350.00,67430.00,Educational Instruction and Library Occupations,5.00,4.00,11,38.19,-0.37,11.23,6.54,0,0,0,1,0,0,0,1,low
Wind Energy Engineers,3499.00,117750.00,Architecture and Engineering Occupations,4.00,5.00,65,32.49,-1.32,1.09,6.35,0,0,0,0,0,0,1,1,low
Agricultural Engineers,1680.00,84630.00,Architecture and Engineering Occupations,4.00,5.00,24,42.13,-2.31,11.69,6.26,0,0,0,0,0,0,1,1,low
Elevator and Escalator Installers and Repairers,23340.00,106580.00,Construction and Extraction Occupations,3.00,4.00,8,21.05,-0.49,13.04,5.23,0,0,0,0,1,0,0,1,low
Veterinarians,80630.00,125510.00,Healthcare Practitioners and Technical Occupations,5.00,5.00,20,35.79,-1.67,13.30,6.65,0,0,0,1,0,0,0,1,low
Aerospace Engineers,68440.00,134830.00,Architecture and Engineering Occupations,4.00,5.00,85,35.39,-3.06,10.98,6.11,0,0,0,0,0,0,1,1,low
Podiatrists,9520.00,152800.00,Healthcare Practitioners and Technical Occupations,5.00,4.00,10,23.08,-2.00,0.00,6.64,0,0,0,1,0,0,0,1,low
Orthoptists,9887.00,113730.00,Healthcare Practitioners and Technical Occupations,5.00,5.00,12,23.33,-0.45,9.69,6.83,0,0,0,1,0,0,0,1,low
Orthotists and Prosthetists,9930.00,78310.00,Healthcare Practitioners and Technical Occupations,5.00,5.00,27,16.66,-1.54,3.68,6.26,0,0,0,0,0,0,1,1,low
"Refractory Materials Repairers, Except Brickmasons",1100.00,58540.00,"Installation, Maintenance, and Repair Occupations",2.00,4.00,7,12.88,-1.79,0.00,3.93,0,0,0,0,1,0,0,1,low
Respiratory Therapists,136420.00,80450.00,Healthcare Practitioners and Technical Occupations,3.00,5.00,11,21.73,0.04,8.18,6.46,0,0,0,0,1,0,0,1,low
"Mining and Geological Engineers, Including Mining Safety Engineers",6770.00,101020.00,Architecture and Engineering Occupations,4.00,4.00,47,36.10,-1.99,10.92,6.42,0,0,0,0,0,0,1,1,low
Materials Engineers,22770.00,108310.00,Architecture and Engineering Occupations,4.00,4.00,38,33.29,-2.23,8.95,6.16,0,0,0,0,0,0,1,1,low
"Maintenance Workers, Machinery",56540.00,60500.00,"Installation, Maintenance, and Repair Occupations",3.00,4.00,14,28.10,-0.56,10.11,4.90,0,0,0,0,1,0,0,1,low
Marine Engineers and Naval Architects,8440.00,105670.00,Architecture and Engineering Occupations,4.00,5.00,40,38.85,-2.29,9.17,6.13,0,0,0,0,0,0,1,1,low
Solar Thermal Installers and Technicians,217906.00,62970.00,Construction and Extraction Occupations,3.00,4.00,21,12.18,-0.94,3.75,5.68,0,0,0,0,1,0,0,1,low
"Special Education Teachers, Elementary School",92873.33,64270.00,Educational Instruction and Library Occupations,4.00,4.00,22,28.55,-0.85,8.65,6.82,0,0,0,1,0,0,0,1,low
Nanotechnology Engineering Technologists and Technicians,40840.00,64790.00,Architecture and Engineering Occupations,4.00,3.00,11,31.88,-1.56,8.64,5.93,0,0,0,0,0,1,0,1,low
Musical Instrument Repairers and Tuners,5730.00,45320.00,"Installation, Maintenance, and Repair Occupations",3.00,1.00,10,28.49,-0.25,3.26,5.72,0,0,0,0,1,0,0,1,low
Fallers,4110.00,53900.00,"Farming, Fishing, and Forestry Occupations",1.00,1.00,13,17.31,-1.41,2.23,3.74,0,0,0,0,1,0,0,1,low
"Farmers, Ranchers, and Other Agricultural Managers",5910.00,87980.00,Management Occupations,4.00,4.00,77,20.79,-0.27,8.67,6.41,0,0,0,0,0,0,1,1,low
Nuclear Engineers,14740.00,127520.00,Architecture and Engineering Occupations,4.00,5.00,43,26.83,-3.24,11.82,6.14,0,0,0,0,0,0,1,1,low
Operating Engineers and Other Construction Equipment Operators,469270.00,58710.00,Construction and Extraction Occupations,2.00,4.00,6,14.56,-0.76,5.34,4.61,0,0,0,0,1,0,0,1,low
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",22350.00,48630.00,Production Occupations,2.00,1.00,2,33.14,-0.11,12.79,5.47,0,0,0,0,1,0,0,1,low
Nurse Anesthetists,50350.00,223210.00,Healthcare Practitioners and Technical Occupations,5.00,3.00,22,18.47,-1.99,1.83,6.16,0,0,0,0,0,1,0,1,low
"Roof Bolters, Mining",2230.00,76640.00,Construction and Extraction Occupations,2.00,4.00,2,14.05,-0.85,3.97,4.71,0,0,0,0,1,0,0,1,low
"Molders, Shapers, and Casters, Except Metal and Plastic",3146.00,45690.00,Production Occupations,2.00,1.00,10,13.72,-0.22,1.04,3.72,0,0,0,0,1,0,0,1,low
Prosthodontists,760.00,179210.00,Healthcare Practitioners and Technical Occupations,5.00,5.00,14,18.35,-0.33,13.27,6.72,0,0,0,1,0,0,0,1,low
Environmental Engineers,37950.00,104170.00,Architecture and Engineering Occupations,4.00,5.00,55,40.73,-1.92,15.99,6.42,0,0,0,0,0,0,1,1,low
Continuous Mining Machine Operators,14340.00,63380.00,Construction and Extraction Occupations,2.00,4.00,9,12.01,-1.05,5.01,4.92,0,0,0,0,1,0,0,1,low
Critical Care Nurses,665841.00,93600.00,Healthcare Practitioners and Technical Occupations,4.00,5.00,27,26.24,-1.81,14.59,6.31,0,0,0,0,0,0,1,1,low
Optometrists,41890.00,134830.00,Healthcare Practitioners and Technical Occupations,5.00,4.00,27,30.19,-0.88,11.93,6.45,0,0,0,0,0,0,1,1,low
Dancers,9060.00,51020.00,"Arts, Design, Entertainment, Sports, and Media Occupations",3.00,0.00,12,21.71,-0.95,0.00,6.36,0,0,0,0,1,0,0,1,low
Orthodontists,5150.00,179210.00,Healthcare Practitioners and Technical Occupations,5.00,5.00,27,31.79,-0.56,9.29,6.48,0,0,0,0,0,0,1,1,low
"Energy Engineers, Except Wind and Solar",25824.00,117750.00,Architecture and Engineering Occupations,4.00,5.00,45,43.40,-1.51,9.39,6.34,0,0,0,0,0,0,1,1,low
"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",261690.00,35690.00,"Farming, Fishing, and Forestry Occupations",1.00,1.00,10,11.34,-0.38,5.65,4.12,0,0,0,0,1,0,0,1,low
Electrical Power-Line Installers and Repairers,123680.00,92560.00,"Installation, Maintenance, and Repair Occupations",2.00,4.00,13,21.94,0.05,2.64,5.08,0,0,0,0,1,0,0,1,low
Pile Driver Operators,3040.00,70510.00,Construction and Extraction Occupations,2.00,4.00,6,6.36,-1.77,6.36,4.57,0,0,0,0,1,0,0,1,low
Millwrights,40660.00,65170.00,"Installation, Maintenance, and Repair Occupations",2.00,4.00,8,15.88,-2.12,1.02,4.95,0,0,0,0,1,0,0,1,low
Civil Engineers,118470.00,99590.00,Architecture and Engineering Occupations,4.00,5.00,74,40.21,-2.86,14.17,6.22,0,0,0,0,0,0,1,1,low
"Sawing Machine Setters, Operators, and Tenders, Wood",43140.00,39950.00,Production Occupations,2.00,1.00,7,38.37,-0.29,12.91,3.92,0,0,0,0,1,0,0,1,low
Clinical Neuropsychologists,35580.00,117580.00,"Life, Physical, and Social Science Occupations",5.00,4.00,22,20.03,-3.70,1.86,6.79,0,0,0,1,0,0,0,1,low
Metal-Refining Furnace Operators and Tenders,20330.00,55770.00,Production Occupations,2.00,4.00,5,30.58,-0.23,12.62,5.05,0,0,0,0,1,0,0,1,low
Hydroelectric Plant Technicians,2387.00,99670.00,Production Occupations,3.00,4.00,9,22.03,-0.94,11.04,5.53,0,0,0,0,1,0,0,1,low
Tapers,12500.00,64700.00,Construction and Extraction Occupations,2.00,4.00,8,9.44,-3.69,2.50,3.99,0,0,0,0,1,0,0,1,low
"Judges, Magistrate Judges, and Magistrates",25580.00,156210.00,Legal Occupations,5.00,4.00,17,24.47,-4.06,13.50,6.54,0,0,0,1,0,0,0,1,low
Biofuels Production Managers,6633.00,121440.00,Management Occupations,4.00,5.00,13,22.30,-0.41,18.20,6.28,0,0,1,0,0,0,0,1,low
Biofuels/Biodiesel Technology and Product Development Managers,38238.00,167740.00,Management Occupations,4.00,5.00,32,29.44,-0.64,13.04,6.28,0,0,0,0,0,0,1,1,low
Logging Equipment Operators,22520.00,49210.00,"Farming, Fishing, and Forestry Occupations",1.00,1.00,8,8.35,-2.49,4.38,3.96,0,0,0,0,1,0,0,1,low
Biomass Power Plant Managers,57123.00,121440.00,Management Occupations,4.00,5.00,10,34.00,-1.04,20.17,6.22,0,0,1,0,0,0,0,1,low
Cardiologists,24358.57,249103.60,Healthcare Practitioners and Technical Occupations,5.00,2.00,3,26.81,,5.46,,0,0,0,0,0,1,0,1,low
Bus and Truck Mechanics and Diesel Engine Specialists,287230.00,60640.00,"Installation, Maintenance, and Repair Occupations",3.00,4.00,18,34.68,-0.91,7.03,5.17,0,0,0,0,1,0,0,1,low
Fire-Prevention and Protection Engineers,13114.00,109660.00,Architecture and Engineering Occupations,4.00,4.00,49,34.42,-2.58,0.78,6.14,0,0,0,0,0,0,1,1,low
First-Line Supervisors of Correctional Officers,53390.00,76310.00,Protective Service Occupations,3.00,4.00,10,37.29,-0.94,16.59,6.19,0,0,0,0,1,0,0,1,low
"Mobile Heavy Equipment Mechanics, Except Engines",180270.00,63980.00,"Installation, Maintenance, and Repair Occupations",3.00,4.00,10,27.06,-1.13,8.62,5.06,0,0,0,0,1,0,0,1,low
Carpenters,697740.00,59310.00,Construction and Extraction Occupations,2.00,4.00,17,16.40,0.13,5.69,5.60,0,0,0,0,1,0,0,1,low
School Bus Monitors,72140.00,34980.00,Protective Service Occupations,2.00,1.00,2,42.72,,5.77,,0,0,0,0,1,0,0,1,low
Chemical Plant and System Operators,17840.00,73540.00,Production Occupations,2.00,4.00,7,19.60,0.00,12.42,5.52,0,0,0,0,1,0,0,1,low
Fish and Game Wardens,6420.00,68180.00,Protective Service Occupations,4.00,4.00,13,38.96,-0.24,21.12,6.31,0,0,1,0,0,0,0,1,low
Hydroelectric Production Managers,31675.00,121440.00,Management Occupations,3.00,5.00,20,21.25,-0.81,12.09,6.22,0,0,0,0,1,0,0,1,low
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",20600.00,37660.00,Production Occupations,2.00,1.00,5,20.52,-0.33,14.23,4.59,0,0,0,0,1,0,0,1,low
Textile Bleaching and Dyeing Machine Operators and Tenders,5820.00,37320.00,Production Occupations,2.00,1.00,8,30.80,-0.26,15.51,4.67,0,0,0,0,1,0,0,1,low
"Telecommunications Equipment Installers and Repairers, Except Line Installers",153890.00,62630.00,"Installation, Maintenance, and Repair Occupations",3.00,4.00,17,42.48,-0.27,10.03,5.35,0,0,0,0,1,0,0,1,low
Transit and Railroad Police,3000.00,82320.00,Protective Service Occupations,3.00,5.00,14,30.28,-0.15,16.31,6.09,0,0,0,0,1,0,0,1,low
Industrial Machinery Mechanics,421940.00,63760.00,"Installation, Maintenance, and Repair Occupations",3.00,4.00,16,39.18,-0.36,12.19,5.08,0,0,0,0,1,0,0,1,low
Fuel Cell Engineers,46219.00,102320.00,Architecture and Engineering Occupations,4.00,5.00,30,41.52,-2.20,7.29,6.05,0,0,0,0,0,0,1,1,low
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",14590.00,47450.00,Production Occupations,2.00,1.00,6,33.29,-0.56,15.37,4.95,0,0,0,0,1,0,0,1,low
Acute Care Nurses,495221.00,93600.00,Healthcare Practitioners and Technical Occupations,4.00,5.00,24,34.37,-1.62,14.79,6.50,0,0,0,0,0,0,1,1,low
"Orthopedic Surgeons, Except Pediatric",7009.09,257920.00,Healthcare Practitioners and Technical Occupations,5.00,0.00,12,19.44,,5.83,,0,0,0,0,0,0,0,0,low
Emergency Medicine Physicians,24358.57,249103.60,Healthcare Practitioners and Technical Occupations,5.00,0.00,2,26.91,-4.47,10.40,6.30,0,0,0,0,0,0,0,0,low
Pediatric Surgeons,7009.09,257920.00,Healthcare Practitioners and Technical Occupations,5.00,0.00,12,15.89,,2.77,,0,0,0,0,0,0,0,0,low
Anesthesiologists,41890.00,257920.00,Healthcare Practitioners and Technical Occupations,5.00,0.00,18,10.19,-2.10,5.06,6.38,0,0,0,0,0,0,0,0,low
Wind Energy Development Managers,76053.00,136550.00,Management Occupations,4.00,4.00,13,29.04,-0.20,15.10,6.47,0,0,0,0,0,0,0,0,low
Oral and Maxillofacial Surgeons,5330.00,179210.00,Healthcare Practitioners and Technical Occupations,5.00,5.00,11,13.47,-3.24,3.49,6.37,0,0,0,0,0,0,0,0,low
"Special Education Teachers, Kindergarten",92873.33,64270.00,Educational Instruction and Library Occupations,4.00,4.00,22,31.79,,11.22,,0,0,0,0,0,0,0,0,low
